-0.050000 4.785673 0.0
0.050000 4.785673 0.0
0.150000 4.785673 0.0
0.250000 4.785673 0.0
0.350000 4.785673 0.0
0.450000 4.785673 0.0
0.550000 4.785672 0.0
0.650000 4.785672 0.0
0.750000 4.785671 0.0
0.850000 4.785671 0.0
0.950000 4.785670 0.0
1.050000 4.785670 0.0
1.150000 4.785669 0.0
1.250000 4.785669 0.0
1.350000 4.785668 0.0
1.450000 4.785668 0.0
1.550000 4.785666 0.0
1.650000 4.785666 0.0
1.750000 4.785665 0.0
1.850000 4.785665 0.0
1.950000 4.785663 0.0
2.050000 4.785663 0.0
2.150000 4.785661 0.0
2.250000 4.785661 0.0
2.350000 4.785658 0.0
2.450000 4.785658 0.0
2.550000 4.785656 0.0
2.650000 4.785656 0.0
2.750000 4.785653 0.0
2.850000 4.785653 0.0
2.950000 4.785650 0.0
3.050000 4.785650 0.0
3.150000 4.785647 0.0
3.250000 4.785647 0.0
3.350000 4.785643 0.0
3.450000 4.785643 0.0
3.550000 4.785640 0.0
3.650000 4.785640 0.0
3.750000 4.785636 0.0
3.850000 4.785636 0.0
3.950000 4.785631 0.0
4.050000 4.785631 0.0
4.150000 4.785627 0.0
4.250000 4.785627 0.0
4.350000 4.785622 0.0
4.450000 4.785622 0.0
4.550000 4.785618 0.0
4.650000 4.785618 0.0
4.750000 4.785612 0.0
4.850000 4.785612 0.0
4.950000 4.785607 0.0
5.050000 4.785607 0.0
5.150000 4.785601 0.0
5.250000 4.785601 0.0
5.350000 4.785595 0.0
5.450000 4.785595 0.0
5.550000 4.785589 0.0
5.650000 4.785589 0.0
5.750000 4.785583 0.0
5.850000 4.785583 0.0
5.950000 4.785576 0.0
6.050000 4.785576 0.0
6.150000 4.785569 0.0
6.250000 4.785569 0.0
6.350000 4.785562 0.0
6.450000 4.785562 0.0
6.550000 4.785554 0.0
6.650000 4.785554 0.0
6.750000 4.785546 0.0
6.850000 4.785546 0.0
6.950000 4.785538 0.0
7.050000 4.785538 0.0
7.150000 4.785529 0.0
7.250000 4.785529 0.0
7.350000 4.785520 0.0
7.450000 4.785520 0.0
7.550000 4.785511 0.0
7.650000 4.785511 0.0
7.750000 4.785502 0.0
7.850000 4.785502 0.0
7.950000 4.785492 0.0
8.050000 4.785492 0.0
8.150000 4.785481 0.0
8.250000 4.785481 0.0
8.350000 4.785471 0.0
8.450000 4.785471 0.0
8.550000 4.785460 0.0
8.650000 4.785460 0.0
8.750000 4.785448 0.0
8.850000 4.785448 0.0
8.950000 4.785436 0.0
9.050000 4.785436 0.0
9.150000 4.785424 0.0
9.250000 4.785424 0.0
9.350000 4.785411 0.0
9.450000 4.785411 0.0
9.550000 4.785398 0.0
9.650000 4.785398 0.0
9.750000 4.785384 0.0
9.850000 4.785384 0.0
9.950000 4.785370 0.0
10.050000 4.785370 0.0
10.150000 4.785355 0.0
10.250000 4.785355 0.0
10.350000 4.785340 0.0
10.450000 4.785340 0.0
10.550000 4.785324 0.0
10.650000 4.785324 0.0
10.750000 4.785308 0.0
10.850000 4.785308 0.0
10.950000 4.785291 0.0
11.050000 4.785291 0.0
11.150000 4.785274 0.0
11.250000 4.785274 0.0
11.350000 4.785256 0.0
11.450000 4.785256 0.0
11.550000 4.785237 0.0
11.650000 4.785237 0.0
11.750000 4.785218 0.0
11.850000 4.785218 0.0
11.950000 4.785198 0.0
12.050000 4.785198 0.0
12.150000 4.785177 0.0
12.250000 4.785177 0.0
12.350000 4.785156 0.0
12.450000 4.785156 0.0
12.550000 4.785134 0.0
12.650000 4.785134 0.0
12.750000 4.785111 0.0
12.850000 4.785111 0.0
12.950000 4.785087 0.0
13.050000 4.785087 0.0
13.150000 4.785063 0.0
13.250000 4.785063 0.0
13.350000 4.785037 0.0
13.450000 4.785037 0.0
13.550000 4.785011 0.0
13.650000 4.785011 0.0
13.750000 4.784984 0.0
13.850000 4.784984 0.0
13.950000 4.784956 0.0
14.050000 4.784956 0.0
14.150000 4.784927 0.0
14.250000 4.784927 0.0
